"Catalog","Key","File","Line","Text"
"BuiltinRussian","mde_dragon_eggs_events.0008.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","48","Битва в Горле была одним из многих печально известных сражений во время Танца Драконов — гражданской войны Таргариенов, которая ослабила их могущество. Между Зелеными и Триархией был заключен союз, завершившийся ударом огромной армады по веларионской блокаде Горла — стратегической узости, перекрывавшей снабжение Королевской Гавани.\n\nБитва завершилась пирровой победой Черных, сумевших удержать блокаду и разгромить армаду Триархии ценой огромных потерь. Принц [jaecaerys.GetName] и его дракон [vermax.GetName] погибли, а Пряный Город был сожжен дотла. Легенды гласят, что [jaecaerys.GetNamePossessive] обещал, [baela.GetName] и её дракон [moondancer.GetName] вместе скорбели на руинах."
"BuiltinRussian","mde_dragon_eggs_events.0008.a","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","49","Зловещая трагедия."
"BuiltinRussian","mde_dragon_eggs_events.0009.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","51","Знания о драконах: В глубине руин Пряного Города"
"BuiltinRussian","mde_dragon_eggs_events.0009.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","52","Мрачная атмосфера руин Пряного Города тяготит меня, и я решаю задержаться здесь для исследования.\n\nБродя среди полуразрушенных строений, я нахожу обгоревший участок большого здания, нетронутый со времен разрушения. Перебирая камни на полу, я замечаю в углу глаза мерцание цвета — резкий контраст с черно-серыми тонами разрухи вокруг.\n\nЯ выкапываю цветные камни из земли и с изумлением смотрю на то, что держу в руках. Драконье яйцо! Слухи о скорбящей [moondancer.GetName] оказались правдой — я нашел её яйцо!"
"BuiltinRussian","mde_dragon_eggs_events.0009.a","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","53","Проблеск света в трагедии!"
"BuiltinRussian","mde_dragon_eggs_events.0010.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","55","Знания о драконах: Кости Нагги"
"BuiltinRussian","mde_dragon_eggs_events.0010.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","56","Тысячи лет назад, в Эпоху Героев, множество легенд родилось из фантастических событий того древнего времени. Наиболее значимая из них — легенда о [nagga.GetName], чьи огромные кости стали местом культурного поклонения железнорожденных. Здесь находился трон [grey_king.GetName] и веками проводились королевские сходки.\n\nСказания железнорожденных гласят, что [nagga.GetName] была первым морским драконом, питавшимся левиафанами и кракенами, чья ярость была столь велика, что она могла потопить целые острова. Эти подвиги лишь мифологизируют мощь [grey_king.GetName], убившего чудовище, построившего из её костей чертог, обогретый её живым огнем, сделавшего трон из её челюсти и корону из её зубов.\n\nСейчас это место зловеще тихо, но исполинские кости вселяют мегалофобный ужас."
"BuiltinRussian","mde_dragon_eggs_events.0010.a","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","57","Чудовище невиданного масштаба..."
"BuiltinRussian","mde_dragon_eggs_events.0011.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","59","Знания о драконах: Древняя королевская сходка"
"BuiltinRussian","mde_dragon_eggs_events.0011.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","60","Кажется судьбой, что я посетил жуткие останки великого чудовища [nagga.GetName] в день с небывало низким отливом, случающимся раз в жизни.\n\nХотя железнорожденные предупреждают, что такие отливы — знак опасности, что-то зовет меня из глубин, темное и неодолимое. Я последую зову судьбы и почти интуитивно иду к обнажившемуся берегу, ступая по следам древней королевской сходки. У воды я нахожу древнее оружие, покрытое ржавчиной, кораллами и ракушками. Я погружаюсь в глубины, крестя себя солью, позволяя морю наполнить легкие.\n\nТеряю сознание, последнее воспоминание — что-то могучее, возможно, некое существо, и что-то в руках. Очнувшись, я нахожу себя на песчаном берегу с сияющим кобальтово-синим драконьим яйцом рядом!"
"BuiltinRussian","mde_dragon_eggs_events.0011.a","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","61","Фаустов дар от слуги Великого Иного..."
"BuiltinRussian","mde_dragon_eggs_events.0011.b","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","62","Утонувший Бог дарует!  @drownedgod_icon!"
"BuiltinRussian","mde_dragon_eggs_events.0012.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","64","Знания о драконах: Болт в Адском Замке"
"BuiltinRussian","mde_dragon_eggs_events.0012.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","65","Долго я странствовал по знойным пустыням Дорна, и путь вдали от Дюнных Дорог стал мучительным. Ближайший замок, Адский Замок, дарует лишь призрачную передышку, но выбора нет. При приближении к замку серные испарения от ближайших серных источников и гейзеров застилают солнце, лишь делая воздух горячее. Я замечаю, что главная башня не восстановлена со времен Завоевания.\n\nРазрушение стало следствием гибели всадницы дракона [rhaenys.GetName] и её дракона [meraxes.GetName]. Во время кампании по усмирению дорнийцев [rhaenys.GetName] сжигала замки драконьим пламенем. Уллеры из Адского Замка сделали невозможное — выстрелом скорпиона пробили глаз [meraxes.GetName], отправив всадницу и дракона в смертельное падение. Кости [meraxes.GetNamePossessive] торчат из остекленевшего песка."
